Title,Body,CreaDate,Tags,State,Reactions,Comments,Link,Keywords,Topic_id,,,,,,
,installing source getting following scratch softwares new gen py module import preprocess declarations scratch softwares new preprocess declarations py module function wrapper import formal generic scratch softwares new function wrapper py module template import codetemplate scratch softwares new template py module class codetemplate object scratch softwares new template py codetemplate multiline scratch softwares virtualpython env new py compile return compile pattern flags scratch softwares virtualpython env new py compile invalid expression sre constants nothing repeat cmake cmakelists txt message failed generated cpp configuring incomplete bugs occurred,2017-07-12T14:25:21Z,module: dependency bug,CLOSED,0,11,https://github.com/pytorch/pytorch/issues/2062,"dynanmo, module, py, compile, fn, model, convert, graph, guard, frame",16,框架安装问题,,,,,python2.7安装pytorch
dynanmo set op unsupported,applying flake comprehensions actions runs jobs revert whitelist one changes set instruction operation supported seems somewhat rare instruction since caused issues far wanted maintainers dynanmo aware easy fix expand amount compilable dynanmo testcase little surprising constructing set generator works constructing set simple synanx directly repro change test repros py following versions master info repro available pr chen weiwen,2023-02-13T16:27:51Z,"bug, triaged, oncall: pt2, module: dynamo",CLOSED,0,10,https://github.com/pytorch/pytorch/issues/94738,"function, grad, autograd, work, set, parameter, variable, requires, support, data",8,算子不支持框架特性,,,,,BUILD_SET不支持特性
complex supported torchinductor,linear layer complex valued weights nn linear inp dtype complex produces following notimplementedbug dynanmo optimize model logs minified repro response,2022-11-16T23:31:48Z,"bug, triaged, oncall: pt2",OPEN,0,10,https://github.com/pytorch/pytorch/issues/93424,"py, nn, package, functionanl, module, nn_functionanl, conv, loss, inductor, ananconda",11,算子不支持框架特性,,,,,Complex在Torchinductor不受支持
inductor resnet batch cuda illegal memory access encountered,repro happens batch logs minified repro response,2022-11-01T19:59:40Z,"bug, triaged, oncall: pt2",OPEN,0,10,https://github.com/pytorch/pytorch/issues/93599,"memory, cuda, cudnn, process, gpu, model, convolution, training, version, batch",10,模型资源调度不合理,,,,,resnet18中batch_size过大导致不合法的内存访问
linanlg solve matrix cuda,concise description trying execute following commands cuda facing running cpu smaller matrix instead cuda reproduce steps reproduce behavior randn cuda randn cuda linanlg solve sample messages traces provide well runtimebug traceback ipykernel py randn cuda randn cuda linanlg solve runtimebug cuda invalid configuration argument cuda kernel bugs might asynchronously reported api stacktrace might incorrect debugging consider passing cuda launch blocking expected behavior work version os linux ubuntu installed pip source pip version cuda cudnn version gpu models configuration,2021-07-20T20:00:38Z,"module: dependency bug, module: cuda, triaged, module: linear algebra, module: magma",CLOSED,0,10,https://github.com/pytorch/pytorch/issues/61929,"version, reproduce, behavior, source, model, environment, pip, expected, expected_behavior, installed",4,算子执行出错,,,,,Torch.linalg.solve处理大矩阵出错
onnx converter consider implicit casting specifically,model fn double float implicitly promote output double exporting model onnx implicit casting considered onnx standard similar operators must take inputs whose types therefore models invalid onnxruntime abort accepting unfortunantely onnx checker also lets specific escape onnx onnx issues reproduce expected output graph invalid takes different types inputs another interesting fact seems happens add output onnx model correctly produces implicit casting versions details summary env expand summary div div details,2022-10-24T16:21:19Z,"bug, module: onnx, triaged, actionable, onnx-triaged",CLOSED,2,2,https://github.com/pytorch/pytorch/issues/87609,"onnx, utm, source, caffe, export, model, doc, minifier, gh, quantized",19,算子功能不完善,,,,,Max没有考虑隐式转换
compile raises passmananger failed,compile raises passmananger failed linear dropout argmax repeat add minimized reproduced model delete operation compile succeed versions details summary expand summary details,2023-05-14T21:22:03Z,"bug, triaged, oncall: pt2",CLOSED,1,6,https://github.com/pytorch/pytorch/issues/101368,"dynanmo, module, py, compile, fn, model, convert, graph, guard, frame",16,算子执行出错,,,,,torch.compile执行出错
cannot find intel mkl,attempting compile git intel mkl found unless change cmake findmkl cmake define sh script cmake intel mkl mklroot cmake library opt intel compilers libraries linux intel,2017-05-07T18:36:31Z,"module: dependency bug, module: build, triaged, module: mkl",OPEN,1,6,https://github.com/pytorch/pytorch/issues/1505,"onnx, utm, source, caffe, export, model, doc, minifier, gh, quantized",19,框架异常,,,,,Intel MKL无法找到
incorrect output loss specific cuda version,ran example org tutorials beginner examples tensors autograd got output loss always cuda switched cuda output loss seemed correct different iterations got result reproduce steps reproduce behavior copied org tutorials beginner examples tensors autograd set iterations fractions output expected behavior output got another server seems correct environment copy paste output environment collection script raw githubusercontent master collect env py checklist manually script output additionanl context,2020-11-12T09:32:46Z,"high priority, module: dependency bug, module: numerical-stability, module: cuda, triaged, module: linear algebra, module: tf32",OPEN,0,10,https://github.com/pytorch/pytorch/issues/47844,"reproduce, behavior, expected, concise, description, context, environment, concise_description, message, sample",14,模型损失异常,,,,,特定CUDA下框架输出错误
backward pass fails due ctcloss infinity backends cudnn enanbled,ctcloss infinity backends cudnn enanbled backward result script crashes following reproduce steps reproduce behavior download variables drive eltv wjdvturbxo dkq gew qj view sharing expected behavior crash environment additionanl context also able reproduce following configuration following configuration everything works,2020-12-08T22:17:30Z,"module: dependency bug, module: cudnn, module: loss, triaged",CLOSED,1,6,https://github.com/pytorch/pytorch/issues/49046,"version, reproduce, behavior, source, model, environment, pip, expected, expected_behavior, installed",4,算子执行失败,,,,,CTCLoss反向传播失败
amp much worse performance groupped conv fp,seems automatic mix precision conv groups significantly slower fp result obvious machines volta gpus tensor cores result,2020-08-25T09:33:13Z,"module: dependency bug, module: performance, module: cuda, triaged, module: amp (automated mixed precision)",OPEN,0,10,https://github.com/pytorch/pytorch/issues/43544,"memory, cuda, cudnn, process, gpu, model, convolution, training, version, batch",10,算子执行性能不稳定,,,,,Conv2d中AMP效果比fp32差
memory cudnn bidirectionanl rnn cudnn,context discuss org tracking suspected memory smth reproduced,2017-04-04T19:34:10Z,"module: dependency bug, module: cudnn, triaged, Stale",CLOSED,0,10,https://github.com/pytorch/pytorch/issues/1183,"memory, cuda, cudnn, process, gpu, model, convolution, training, version, batch",10,模型资源调度不合理,,,,,cudnn bidirectional RNN导致内存泄露
conv conv performance tesla arch half precision,testing new release observe increased consumption basic conv conv layers interested float performance simple script takes float float upd testing newest cuda toolkit include results upd tested py cuda cudnn results version os linux installed cuda cudnn version gpu models configuration rtx ti,2019-08-09T14:39:58Z,"module: dependency bug, module: cudnn, module: cuda, module: convolution, triaged, module: third_party",CLOSED,0,10,https://github.com/pytorch/pytorch/issues/24082,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,算子执行性能不稳定,,,,,Conv3D/Conv2d在Tesla arch上不稳定
intel mkl fatal system meet minimum requirements intel math kernel library,hi trying install macbook pro ghz intel core duo several different versions pyenv environment always got intel mkl fatal import net nn linear net randn intel mkl fatal system meet minimum requirements intel math kernel library processor must support intel supplemental streaming simd extensions intel ssse instructions processor must support intel streaming simd extensions intel sse instructions download sources install got illegal hardware instruction import zsh illegal hardware instruction happen reinstall macos mbp reinstall os working mbp know happened anybody help thx versions collecting environment information version debug cuda rocm os macos gcc version collect clang version clang cmake version collect libc version version default dec clang clang bit runtime platform macos bit cuda available cuda runtime version cuda gpu models configuration cuda nvidia driver version cuda cudnn version cuda hip runtime version miopen runtime version versions libraries pip numpy pip collect sysctl grep cpu features machdep cpu features fpu vme de pse tsc msr pae mce cx apic sep mtrr pge mca cmov pat pse clfsh ds acpi mmx fxsr sse sse ss htt tm pbe sse dtes,2021-12-24T16:29:23Z,"module: dependency bug, oncall: binaries, triaged, module: macos, module: mkl, module: intel",OPEN,1,6,https://github.com/pytorch/pytorch/issues/70394,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,框架功能不完善,,,,,英特尔 MKL不满足使用数学核心函数库的最低要求
attributebug pickle object convert frame locals convert frame,adding model compile model loading model occurs removing script functions intended logs opt ananconda envs ml multiprocessing process py start popen popen opt ananconda envs ml multiprocessing context py popen return default context context process popen process obj opt ananconda envs ml multiprocessing context py popen return popen process obj opt ananconda envs ml multiprocessing popen spawn posix py init super init process obj opt ananconda envs ml multiprocessing popen fork py init launch process obj opt ananconda envs ml multiprocessing popen spawn posix py launch reduction dump process obj fp opt ananconda envs ml multiprocessing reduction py dump forkingpickler protocol dump obj attributebug pickle object convert frame locals convert frame minified repro response chen weiwen,2022-12-07T08:47:08Z,"bug, triaged, oncall: pt2, module: dynamo",OPEN,0,10,https://github.com/pytorch/pytorch/issues/93470,"py, nn, package, functionanl, module, nn_functionanl, conv, loss, inductor, ananconda",11,框架对象转换问题,,,,,AttributeError: Can't pickle local object 'convert_frame.<locals>._convert_frame'
aot eager inductor exception invoking operators non fake tensor inputs faketensormode yet supported,models issues logs minified repro response,2022-12-06T23:33:59Z,bug,CLOSED,1,6,https://github.com/pytorch/pytorch/issues/93469,"repro, log, response, minified, minified_repro, install, org, download, cu, log_response",0,算子不支持框架特性,,,,,Exception: Invoking operators with non-Fake Tensor inputs in FakeTensorMode is not yet supported.
inductor cpu crash failure torchbench model mobilenet quantized qat resnet quantized qat,failure found latest torchinductor cpu performance dashboard issues refresh test log sw info sw commit master commit commit ada bca ec cce dc commit ce db cfa torchbench dfe benchmark commit dfe db bf cd ec torchaudio audio commit adece bb audio commit fcd torchtext text commit ce acb efe text commit efeba cb vision commit acf cbe ffd vision commit ffd abf da detail info reference dashboard issues logs details summary summary details minified repro benchmarks dynanmo torchbench py performance float dcpu inductor skip dashboard mobilenet quantized qat,2022-11-18T17:18:23Z,"bug, triaged, oncall: pt2",OPEN,0,10,https://github.com/pytorch/pytorch/issues/93430,"commit, image, rpc, githubusercontent, image_githubusercontent, benchmark, fc, inductor, ab, db",2,模型出错,,,,,model mobilenet_v2_quantized_qat & resnet50_quantized_qat崩溃
output causes segmentation,output tensor initialized passed compile segfault observed allocating tensor invalid sample reproduce logs minified repro versions nanme version summary tensors dynanmic neural networks strong gpu acceleration org author team author email packages org license bsd location jthakur packages requires filelock jinja networkx nvidia cublas cu nvidia cuda cupti cu nvidia cuda nvrtc cu nvidia cuda runtime cu nvidia cudnn cu nvidia cufft cu nvidia curand cu nvidia cusolver cu nvidia cusparse cu nvidia nccl cu nvidia nvtx cu sympy triton typing extensions required torchaudio triton chen weiwen,2023-04-11T09:47:02Z,"bug, triaged, oncall: pt2, module: aotdispatch, module: inductor",OPEN,1,5,https://github.com/pytorch/pytorch/issues/98835,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,算子执行出错,,,,,empty output shape 导致torch.compile的Segmentation fault
changing module attributes retrigger compilation,compiling method execution flow depends module attribute changing attribute outside method retrigger compilation however replacing module attribute training global variable behaves expected recompile changes seems say mutating attributes supported org started reading updating attributes repro script output logs response minified repro response versions version debug cuda rocm os macos gcc version collect clang version clang cmake version collect libc version version default mar clang bit runtime platform macos bit cuda available cuda runtime version cuda cuda module loading set gpu models configuration cuda nvidia driver version cuda cudnn version cuda hip runtime version miopen runtime version xnnpack available cpu intel core tm cpu ghz versions libraries pip flake pip flake junit report pip mypy pip mypy extensions pip numpy pip pip numpy pypi pypi pypi pypi pypi pypi chen weiwen,2023-04-12T09:48:44Z,"high priority, bug, triaged, oncall: pt2, module: dynamo",OPEN,0,9,https://github.com/pytorch/pytorch/issues/98928,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,模型执行出错,,,,,改变模型属性没有重新触发编译
accuracy aot eager mobilenet quantized qat fails accuracy,expecting aot eager really close nantive model mobilenet quantized qat fails accuracy minifier helping going dive deeper couple questions something special model affect accuracy long ago relaxed accuracy another similar model resnet quantized qat cosine similarity think relaxed tighten back model fails accuracy well benchmarks dynanmo torchbench py training accuracy device cuda backend aot eager float mobilenet quantized qat logs response minified repro response,2022-11-23T07:21:31Z,"bug, triaged, oncall: pt2, module: dynamic shapes, module: aotdispatch",OPEN,0,9,https://github.com/pytorch/pytorch/issues/93445,"onnx, utm, source, caffe, export, model, doc, minifier, gh, quantized",19,模型精度问题,,,,,mobilenet_v2_quantized_qat精度问题
multiplying cuda tensor another tensor yields unexpected result,multiplying cuda tensor another tensor yields unexpected result reproduce steps reproduce behavior generate following random matrices must minimal example returns expected behavior return environment version debug cuda os ubuntu lts gcc version homebrew gcc cmake version collect version cuda available cuda runtime version gpu models configuration gpu geforce ti nvidia driver version cudnn version collect versions libraries pip numpy pip lightning pip pip torchkge pip blas mkl libblas mkl libcblas mkl liblapack mkl liblapacke mkl mkl py cuda cudnn lightning pypi pypi torchkge dev develop py cu,2019-08-08T16:31:10Z,"module: dependency bug, module: cuda, triaged",OPEN,0,9,https://github.com/pytorch/pytorch/issues/24016,"version, mkl, py, cuda, pip, pypi, numpy, gpu, pypi_pypi, cudnn",7,算子执行出错,,,,,张量相乘出错
serialization,concise description text reproduce steps reproduce behavior test py sample messages traces provide well expected behavior concise description expected happen environment copy paste output environment collection script raw githubusercontent master collect env py checklist manually script version db os linux windows installed pip source source command compiling source setup py version cuda cudnn version gpu models configuration information additionanl context add context problem,2020-01-16T14:51:42Z,"high priority, module: dependency bug, module: serialization, triaged",CLOSED,0,9,https://github.com/pytorch/pytorch/issues/32289,"reproduce, behavior, expected, concise, description, context, environment, concise_description, message, sample",14,框架出错,,,,,Python 3.8 serialization error
logs dynanmo aot shows pattern matcher py usage aotautograd,define repro py viable strict shows forward graph also joint graphs containing ops related bmm permute details summary output summary details huang also script similarly saw extraneous ops traced graphs,2023-04-10T20:06:55Z,"bug, triaged, oncall: pt2",CLOSED,0,9,https://github.com/pytorch/pytorch/issues/98778,"dynanmo, module, py, compile, fn, model, convert, graph, guard, frame",16,算子异常,,,,,AotAutograd异常
train compiled fairseq hubert model got dynanmo exc backendcompilerfailed debug wrapper raised dynanmicoutputshapeexception tensor,add model compile model fairseq facebookresearch fairseq fairseq cli train py img alt images githubusercontent fd train hubert model got dynanmo exc backendcompilerfailed debug wrapper raised dynanmicoutputshapeexception tensor logs tools fairseq fairseq fairseq fairseq models hubert hubert py graph break apply mask mask indices numpy mask indices device tools ananconda envs myenv packages dynanmo eval frame py catch bugs return callback frame cache hooks tools ananconda envs myenv packages dynanmo convert frame py convert frame result inner convert frame cache hooks tools ananconda envs myenv packages dynanmo convert frame py fn return fn kwargs tools ananconda envs myenv packages dynanmo convert frame py convert frame assert return compile tools ananconda envs myenv packages dynanmo py wrapper func kwargs tools ananconda envs myenv packages dynanmo convert frame py compile transform object transform tools ananconda envs myenv packages dynanmo bytecode transformation py transform object transformations instructions options tools ananconda envs myenv packages dynanmo convert frame py transform tracer tools ananconda envs myenv packages dynanmo symbolic convert py super tools ananconda envs myenv packages dynanmo,2023-03-24T09:30:51Z,"triage review, bug, oncall: pt2, module: dynamic shapes",CLOSED,0,9,https://github.com/pytorch/pytorch/issues/97511,"dynanmo, module, py, compile, fn, model, convert, graph, guard, frame",16,模型训练出错,,,,,
nightlies fail simple linanlg solve undefined symbol sgebak,latest failed torchbench drq train cuda test benchmark actions runs jobs version minimal reproduction add unit test versions broken dev cu previous dev cu good,2023-02-13T18:47:55Z,"high priority, triage review, bug, module: cuda, module: linear algebra",CLOSED,0,9,https://github.com/pytorch/pytorch/issues/94751,"cuda, device, libtorch, version, window, org, example, release, extension, system",5,算子出错,,,,,"torch.linalg.solve() call with ""undefined symbol"
segment cusolverdndestroy,cusolverdn import pybind segment cusolverdncreate cusolverdndestroy note demo success segfault disappear segfault appear thread provide information test py import import example segfault disappear libcusolver say upgarde cuda may fix upgrade cuda segfault usual concise description reproduce steps reproduce behavior paste nanme bind cudevice compile bind cudevice compile paste nanmed test py test py bind cudevice compile test py core dump info sample messages traces provide well expected behavior happen concise description expected happen environment version os linux centos installed pip source source command compiling source version cuda cudnn version gpu models configuration information additionanl context add context problem cusolver base cublas cusparse reference cusolver docs nvidia cuda archive cusolver cusolverdnhandle,2020-06-23T08:46:41Z,"module: dependency bug, needs reproduction, module: crash, module: cuda, triaged",OPEN,0,9,https://github.com/pytorch/pytorch/issues/40425,"version, reproduce, behavior, source, model, environment, pip, expected, expected_behavior, installed",4,算子出错,,,,,cusolverDnDestroy()段错误
mkldnn broken,source fails mkl dnn wbug warning thrown reproduce works mkldnn expected behavior builds environment collecting environment information version debug cuda os fedora release twenty nine gcc version gcc red hat cmake version version version cuda available cuda runtime version gpu models configuration gpu geforce rtx nvidia driver version cudnn version collect versions libraries pip numpy blas mkl mkl mkl include mkl fft py mkl random py hd dba additionanl context,2019-06-28T17:58:28Z,"high priority, module: dependency bug, triaged, module: mkldnn",CLOSED,0,9,https://github.com/pytorch/pytorch/issues/22346,"version, mkl, py, cuda, pip, pypi, numpy, gpu, pypi_pypi, cudnn",7,模型出错,,,,,Build with MKLDNN broken
tp fatal internanl compiler,try application new features currently bad supported compiler throw bugs versions libtorch msvc modules project msbuild msvc found several compile definitions resurrect functions deprecated compiler thrown output module remove deprecated functions several places provide request,2022-01-14T15:18:12Z,"module: dependency bug, module: windows, module: cpp, triaged",OPEN,0,9,https://github.com/pytorch/pytorch/issues/71309,"tensor, issue, operation, feature, add, non, split, function, method, contiguous",1,模型编译出错,,,,,
fused addmm linear causing performance regression xla backend,forcing reshape flattening addmm instead add mm linear layer causing performance regression xla backend pr introduced fused addmm linear performance ms us pr reverted without reshape performance ms us change reshape regression reference model vit model input possible force fused addmm non xla backend xla backend generally sensitive wide tensors flattened backend undo op input reshaped help versions collecting environment information version debug cuda rocm os ubuntu lts gcc version ubuntu ubuntu clang version collect cmake version collect libc version glibc version default sep gcc bit runtime platform linux gcp glibc cuda available cuda runtime version collect gpu models configuration collect nvidia driver version collect cudnn version collect hip runtime version miopen runtime version xnnpack available versions libraries pip mypy extensions pip numpy pip numpydoc blas mkl mkl mkl service py mkl fft py hd mkl random py numpy py hf numpy base py numpydoc pyhd,2022-08-30T02:28:40Z,"bug, triaged, module: xla, module: linear algebra",CLOSED,2,1,https://github.com/pytorch/pytorch/issues/84244,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,框架后端性能下降,,,,,Fused addmm path in linear causing performance regression in XLA backend
inductor gives obscure fx graph compiled returns tuple,triggers assert inductor logs minified repro,2022-10-30T01:15:39Z,"bug, triaged",OPEN,0,9,https://github.com/pytorch/pytorch/issues/93593,"py, nn, package, functionanl, module, nn_functionanl, conv, loss, inductor, ananconda",11,模型出错,,,,,Inductor gives obscure error when FX graph to be compiled returns tuple
cpu inductor ir warning fallbackkernel cumsum,trying compile unixcoder model variation bert huggingface transformers cpu version version dev cpu performing model compile model default well reduce overhead machine ram encounter provided idea logs minified repro response,2022-12-22T15:38:38Z,"bug, oncall: pt2",CLOSED,0,9,https://github.com/pytorch/pytorch/issues/93495,"repro, log, response, minified, minified_repro, install, org, download, cu, log_response",0,模型编译出错,,,,,Using FallbackKernel: aten.cumsum
tensordot working dtype lower element given axis,tensordot seems failing one element given axis dtype lower happens providing explicit lists dimensions following runtimebug expected scalar long found works completely float dtypes also works multiple elements given axis instance following works versions,2022-09-05T06:18:47Z,"bug, triaged, module: linear algebra, actionable",OPEN,2,0,https://github.com/pytorch/pytorch/issues/84530,"tensor, input, dimension, float, return, dtype, cuda, version, nann, element",18,算子出错,,,,,tensordot当轴中只有 1 个元素时，不适用于 dtype int32 及更低版本
ppc le test py test failing test qr,running ubuntu ppc le running test py test fails test qr test fails running virtual machine unittest test testtorch test qr qr qr qr big matrix fail test qr test testtorch traceback ubuntu builder jenkins test common py wrapper fn kwargs ubuntu builder jenkins test test py test qr assertequal qr prec ubuntu builder jenkins test common py assertequal asserttensorsequal ubuntu builder jenkins test common py asserttensorsequal assertlessequal err prec message assertionbug less equal ran test failed failures fails running virtual machine baremetal systems seem exhibit failure also particular seems affect failure randn comment big matrix change randn cases test passes random failures someone point randn figure,2017-11-15T16:28:51Z,"todo, module: dependency bug, triaged, module: POWER",CLOSED,0,8,https://github.com/pytorch/pytorch/issues/3716,"test, circleci, job, ci, workflow, disabled, failure, pipeline, flaky, failing",12,模型在特定环境下失败,,,,,test_torch.py test failing in test_qr
inductor compilation breaks multiprocessing,inductor compilation breaks following default settings logs dynanmo succeed dynanmo optimize eager succeed aot succeed dynanmo optimize aot eager succeed inductor succeed dynanmo optimize inductor succeed minified repro,2022-10-20T20:46:26Z,"bug, oncall: pt2",CLOSED,0,8,https://github.com/pytorch/pytorch/issues/93563,"target, test, py, linux, cuda_target, linux_libcudnn, ci, jenkins, build, rocm",3,模型编译出错,,,,,多进程下编译失败
incremental supported windows fact,source ninja officially supported due ninja ninja ninja issues incremental supported windows rebuilds fact rerun setup py install windows far sccache accelerate rebuild nothing changed still takes minutes rerun setup py install cpu ssd hdd takes minutes reproduce steps reproduce behavior clone source windows rerun setup py install rebuild expected behavior edit compile cycle windows take much small change leaf rebuild finished soon linux additionanl context exception message think ninja fails parse visual compiler option rebuilding,2021-06-11T02:33:46Z,"module: dependency bug, module: build, module: windows, triaged",CLOSED,1,4,https://github.com/pytorch/pytorch/issues/59859,"version, reproduce, behavior, source, model, environment, pip, expected, expected_behavior, installed",4,模型在特定环境下失败,,,,,Incremental build isn't supported on Windows
oom oom forever,assume inductor batch sizes model oom ooms problem ooms also oom even though supposed potentially dynanmo reset might help oom issues fixed master dynanmo init py,2022-10-27T20:18:43Z,"bug, triaged, oncall: pt2",CLOSED,0,8,https://github.com/pytorch/pytorch/issues/93583,"memory, cuda, cudnn, process, gpu, model, convolution, training, version, batch",10,框架资源调度不合理,,,,,内存耗尽后会一直耗尽
put bugs,msg likely running fallbacks tensor instead graph breaking indexing operations masks,2022-11-14T22:44:49Z,"bug, triaged, oncall: pt2",OPEN,0,8,https://github.com/pytorch/pytorch/issues/93421,"tensor, input, dimension, float, return, dtype, cuda, version, nann, element",18,算子出错,,,,,index_put布尔值索引出错
ddp inductor profiler crashes toy model,running set commands planned demo encountered work around aot eager broken inductor benchmarks dynanmo py toy model ddp dynanmo optimize ddp dynanmo inductor profile note crash happens without ddp graph split optimizer repro disables simplify works aot eager benchmarks dynanmo py toy model ddp dynanmo optimize ddp dynanmo aot eager profile versions clean whole env collecting environment information version git bf debug cuda rocm os ubuntu lts gcc version ubuntu ubuntu clang version ubuntu cmake version version libc version glibc version default jan gcc bit runtime platform linux aws glibc cuda available cuda runtime version cuda module loading set lazy gpu models configuration gpu nvidia gpu nvidia nvidia driver version cudnn version probably one following cuda targets linux libcudnn cuda targets linux libcudnn adv infer cuda targets linux libcudnn adv train cuda targets linux libcudnn cnn infer cuda targets linux libcudnn cnn train cuda targets linux libcudnn ops infer cuda targets linux libcudnn ops train cuda targets linux libcudnn cuda targets linux libcudnn adv infer cuda targets linux libcudnn adv train cuda targets linux libcudnn cnn infer,2023-01-20T17:49:36Z,"high priority, bug, module: crash, triaged, oncall: profiler, oncall: pt2, module: inductor",OPEN,0,8,https://github.com/pytorch/pytorch/issues/92691,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,模型出错,,,,,DDP+inductor+profiler crashes on toy model
cpu implemented numel overflows float,documented implementation cce ade ec nantive reduceops cpp bit us quansight labs numpy interop discussion versions master,2023-01-02T18:58:32Z,"bug, module: cpu, triaged, module: reductions",CLOSED,0,8,https://github.com/pytorch/pytorch/issues/91597,"new, thread, org, version, tutorial, assert, cpu, master, doc, internanl",6,算子资源调度不合理,,,,,torch.mean在float16上溢出
cudnn convolutions,following simple script gist vlasenkov fca ca crashes following traceback reproduce single gpu expected behavior script finishes environment,2019-03-15T08:56:39Z,"module: dependency bug, module: cudnn, triaged",OPEN,0,8,https://github.com/pytorch/pytorch/issues/18053,"version, reproduce, behavior, source, model, environment, pip, expected, expected_behavior, installed",4,算子执行错误,,,,,使用3d convolutions时cuDNN出错
libth recognize intel mkl default location,building sources libth find intel mkl default location opt intel mkl include includes opt intel mkl intel worked around adding paths cmake prefix good libth searched default default system blas library linux tremendously slower intel mkl easy notice libth find mkl,2017-02-02T06:29:09Z,"todo, module: dependency bug",CLOSED,0,7,https://github.com/pytorch/pytorch/issues/673,"onnx, utm, source, caffe, export, model, doc, minifier, gh, quantized",19,框架出错,,,,,无法识别默认位置的MKL
probably allowing mutations happen fake tensor variabletracker,variabletracker supposed immutable checkpointing rollback instruction translation fails create graph break however indirectly store fake tensor variabletracker fake tensor treated immutably particular nodes fake tensor nodes may modify metadata input fake tensor logic appropriately duplicates fake tensors safely modifications hypothetical checkpoint symbolic evaluator squeeze mutates fake tensor discover rollback subsequent incorrect metadata input squeeze discussing jansel unlikely happen practice today rollback right generating graph break point going actually insert nodes graph good correct checkpointing seriously future generally probably sort lint sure variabletrackers actually mutated going turn real bugs immediately corrupt chen weiwen logs response minified repro response,2022-11-04T17:05:50Z,"bug, triaged, module: dynamo",OPEN,0,7,https://github.com/pytorch/pytorch/issues/93610,"tensor, issue, operation, feature, add, non, split, function, method, contiguous",1,算子异常,,,,,We probably are allowing mutations to happen on fake tensor in VariableTracker
ubuntu install support gpu sources,description building cxx object third party protobuf cmake cmakefiles libprotobuf protobuf generated message table driven ninja stopped subcommand failed caffe installed source command compiling source os version version cuda cudnn version gpu models configuration gcc version compiling source log base ml chengming setup py install building wheel building version cmake gninja dbuild dbuild test dcmake release dcmake install prefix ml dcmake prefix ml ananconda dnumpy include ml ananconda packages numpy core include dpython executable ml ananconda bin dpython include ml ananconda include dpython library ml ananconda libpython dtorch version duse numpy ml cxx compiler identification gnu compiler identification gnu working cxx compiler bin working cxx compiler bin works detecting cxx compiler abi info detecting cxx compiler abi info done detecting cxx compile features detecting cxx compile features done working compiler bin working compiler bin works detecting compiler abi info detecting compiler abi info done detecting compile features detecting compile features done forcing particular blas found performing test compiler works performing test compiler works success performing test support glibcxx performing test support glibcxx success performing test caffe exception ptr supported performing test caffe exception ptr supported success exception ptr supported performing test,2020-08-27T07:03:06Z,"module: dependency bug, module: build, module: cuda, triaged",CLOSED,0,7,https://github.com/pytorch/pytorch/issues/43691,"dynanmo, module, py, compile, fn, model, convert, graph, guard, frame",16,框架安装问题,,,,,ubuntu18.04 install pytorch
omp threads work intended cases,concise description built mkl omp threads set desired number openmp threads greater half number available cores provided useful hyperthreading available cores physical cores reproduce steps reproduce behavior clone current master branch numpy mkl create snippet script omp threads filenanme py number greater half number available cores mkl threads difference either output desired output means users might misled believing omp threads set desired number threads sample messages traces provide well expected behavior set threads environment variable omp threads behaved similar manner environment master branch source version gitc debug os ubuntu lts ubuntu lts gcc version cmake version version libc version glibc libc version glibc version bit runtime platform linux generic ubuntu bionic linux generic glibc versions libraries pip numpy even without numpy mkl launchpad net ubuntu source intel mkl openmp libgomp additionanl context maybe behavior already known find related info,2021-06-15T01:09:47Z,"module: dependency bug, module: docs, triaged, module: openmp, module: multithreading",CLOSED,0,7,https://github.com/pytorch/pytorch/issues/60000,"version, cuda, runtime, gpu, pip, collect, linux, nvidia, gcc, ubuntu",17,算子出错,,,,,在某些情况下OMP_NUM_THREADS不按预期工作
embeddingbag allows ranges,version embeddingbag allow pass set however version embeddingbag allows range indices without alert informations plus forward api backward api segmentaion without logs intended result versions pip install pip install,2021-12-20T03:36:20Z,"module: dependency bug, triaged",OPEN,0,7,https://github.com/pytorch/pytorch/issues/70170,"version, reproduce, behavior, source, model, environment, pip, expected, expected_behavior, installed",4,算子出错,,,,,EmbeddingBag允许range超出索引范围
cudnn batchnorm batch limit eval channel,works batch training input channel instead might related,2019-11-13T20:00:25Z,"module: dependency bug, module: cudnn, module: cuda, triaged",CLOSED,0,7,https://github.com/pytorch/pytorch/issues/29744,"nn, output, forward, input, layer, weight, float, embedding, padding, batch",9,算子功能不完善,,,,,CuDNN batchnorm has batch size limit for eval with channel 
