Title,Body,CreaDate,Tags,State,Reactions,Comments,Link,Keywords,Topic_id,,,,,,
tf keras layers timedistributed layer model,system information written custom opposed stock example script provided os platform distribution colaboratory gpu runtime version version current behavior model defined tf keras layers timedistributed layer cannot model function shows expected behavior supposed model model default savedmodel format reproduce info logs reproduce colaboratory also normal ubuntu machien installed gpu,2019-10-06T23:45:43Z,"type:bug, comp:keras, TF 2.0",CLOSED,11,8,https://github.com/tensorflow/tensorflow/issues/33094,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型保存失败,,,,,tf.keras.layers.TimeDistributed无法使用model.save保存
valuebug arguments signanture arguments match dataset api keras functionanl api checkpoints callback tf,system information written custom opposed stock example script provided os platform distribution linux ubuntu macos mobile device iphone pixel samsung galaxy happens mobile device nan installed source binanry binanry version command git version tf version dev version bazel version compiling source nan gcc compiler version compiling source nan cuda cudnn version nan gpu model memory nan current behavior calling function keras model specifying dataset callback crash epoch happens specifying training dataset validation dataset happens checkpoint callback expected behavior model crash continue training checkpoints reproduce info logs,2019-06-22T22:32:22Z,"type:bug, comp:keras, TF 2.0",CLOSED,8,19,https://github.com/tensorflow/tensorflow/issues/30052,"compiling, compiling_source, device, mobile, command, bazel, gcc, behavior, linux_ubuntu, compiler",14,模型参数错误,,,,,model.fit执行失败
faster vgg,related issues stackoverflow threads found searching web problem started told post post stackoverflow questions slower vgg architecture noredirect comment environment info operating system ubuntu maxwell titan installed version cuda cudnn cuda cudnn installed binanry pip package storage googleapis linux gpu gpu cp cp linux whl ananconda distribution output import version possible provide minimal reproducible example read hundreds lines following forward pass pretrained vgg compared version machine following results comparing frameworks surprisingly small difference complicated resnet huge gap vgg architecture almost uses convolutions model tf vgg ms ms resnet ms ms,2017-01-25T18:40:58Z,type:bug,CLOSED,7,22,https://github.com/tensorflow/tensorflow/issues/7065,"micro, pip, problem, install, tool, bazel, target, txt, provide, file",16,模型性能与竞品框架比不达标,,,,,pytorch 2.5x faster on VGG16
core grappler optimizers meta optimizer layout failed invalid argument mutablegraphview sorttopologically,hi following message whenever train convlstm attention samples loaded buffer training goes found anything internet related sure made mistake complete dtransposed paper implementation tree master action recognition visual attention suspect one lines function leads debugging helped much system information os ubuntu installed pip cuda gpu tesla memory function def train images labels loss tf gradienttape tape network nanme alstm batch feature cube sequence network batch feature cube sequence images hidden cell network reset hidden cell batch feature cube sequence network lstm initial cell attention weights tf zeros batch batch feature cube sequence batch feature cube sequence range images input images predictions hidden attention weights network input hidden train accuracy update labels predictions train precision update labels predictions train recall update labels predictions loss loss loss object labels predictions attention weights tf expand dims attention weights attention weights tf concat attention weights attention weights classification loss loss images attention loss attention penanlty attention weights images batch regularization term tf add tf nn loss network trainanble variables bias nanme total loss classification loss penanlty coefficient attention loss,2020-02-19T15:01:42Z,"stat:awaiting response, type:bug, stale, comp:grappler, TF 2.1",CLOSED,7,22,https://github.com/tensorflow/tensorflow/issues/36901,"kera, train, training, batch, data, epoch, loss, metric, fit, dataset",9,模型推理实现问题,,,,,ConvLSTM训练执行错误
keras lstm fail find dnn implementation,system information cuda cudnn version gpu model memory geforce rtx tf uncommenting lstm layer yield following working,2020-02-06T11:27:23Z,"type:bug, comp:keras, TF 2.1",CLOSED,0,50,https://github.com/tensorflow/tensorflow/issues/36508,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型构建失败,,,,,keras LSTM Fail to find the dnn implementation
attributebug module object attribute pack,training images keras tf backend shows tf version head attribute pack,2017-02-16T03:50:42Z,"stat:awaiting response, stat:awaiting tensorflower, type:bug",CLOSED,9,13,https://github.com/tensorflow/tensorflow/issues/7550,"py, package, module, object, ops, core, import, attribute, ananconda, java",15,模型训练出错,,,,,AttributeError: 'module' object has no attribute 'pack'
tfliteconverter keras model typebug got unexpected keyword argument training,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information custom arch linux kernel installed via pip version rc version current behavior trying convert keras cnn tflite following converter tf tfliteconverter keras model model expected behavior tflite expected created written directory reproduce info logs traceback classifier py module converter tf tfliteconverter keras model model packages core py keras model concrete func func concrete function packages core eager def function py concrete function initialize kwargs add initializers initializer packages core eager def function py initialize kwds packages core eager function py concrete function internanl garbage collected graph function maybe define function kwargs packages core eager function py maybe define function graph function create graph function kwargs packages core eager function py create graph function capture capture packages core framework func graph py,2019-10-28T15:50:46Z,"type:bug, comp:lite, TF 2.0",CLOSED,9,13,https://github.com/tensorflow/tensorflow/issues/33788,"py, package, module, object, ops, core, import, attribute, ananconda, java",15,模型转换失败,,,,,TFLiteConverter from_keras_model TypeError: call() got an unexpected keyword argument 'training'
double free corruption prev,consistently getting stopping training ctrl version built head jan hand running version jan head exhibit behavior tf git version fca dirty looking core looks dictionanry deletion,2017-01-20T02:14:02Z,type:bug,CLOSED,0,49,https://github.com/tensorflow/tensorflow/issues/6968,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型训练出错,,,,,Error in `python': double free or corruption (!prev)
rnn failed integer quantization got failed parse model pybind init factory function returned nullptr,system information os platform distribution linux ubuntu installed source binanry binanry version source tf command converter api possible share jupyter notebook output converter invocation failure details convert model without optimization works post training integer quantization without data representative works provide data representative fails reproduced following reproducethebug zip files reproducethebug zip,2020-05-11T00:57:13Z,"stat:awaiting response, type:bug, stale, comp:lite, TFLiteConverter, TF 2.2",CLOSED,5,28,https://github.com/tensorflow/tensorflow/issues/39392,"tflite, convert, android, output, interpreter, converter, delegate, inference, input, quantization",1,模型推理实现问题,,,,,Failed to parse the model: pybind11::init(): factory function returned nullptr.
every keras metrics accept logits,system information written custom os platform distribution linux ubuntu installed binanry docker gpu version rc version cuda cudnn version cuda gpu model memory rtx current behavior described meghnannantraj ticket issues mentioned ticket states problem solved requested new ticket model output layer one neuron sigmoid activation function binanrycrossentropy logits model fit function accepts metrics precision model without activation function binanrycrossentropy logits model fit function return expected behavior model output layer without activation function keras layers dense output range inf inf loss function model working logits binanrycrossentropy logits accepting metrics fitting keras metrics precision standalone reproduce copied test meghnannantraj ticket issues,2020-08-10T09:09:40Z,"stat:awaiting tensorflower, type:bug, comp:keras, TF 2.3",CLOSED,7,20,https://github.com/tensorflow/tensorflow/issues/42182,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型构建失败,,,,,model.fit执行失败
tpu socket closed,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information written custom opposed stock example script provided platform tpu version command rc current behavior tpu socket traceback pdf files tpu socket traceback pdf model fit raises occur gpu backend unanvailablebug socket closed additionanl grpc information created description received peer externanl grpc core surface grpc message socket closed grpc status expected behavior instances reproduce research drive bsm gvs cvdytovqzegkmjjpp info logs attached,2020-01-22T17:03:26Z,"stat:awaiting tensorflower, type:bug, comp:tpus, TF 2.1",CLOSED,7,20,https://github.com/tensorflow/tensorflow/issues/36136,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型在不同模式上执行失败,,,,,TPU进程关闭
memory lstm timedistributed,system information written custom opposed stock example script provided os platform distribution windows installed binanry version rc ca version bazel version compiling source gcc compiler version compiling source cuda cudnn version cuda cudnn gpu model memory titan rtx exact command reproduce problem memory lstm timedistributed standard series model consists layers convolutionanl layers feeding lstm layers problems mapping dense layer output top lstm making prediction however implement model timedistributed dense layer top top lstm feed back signanl point implemented training epochs resource exhausted seem affected small model training epochs resourceexhaustedbug oom allocating tensor comes tape gradients reported section non timedistributed monitor number objects via len gc objects training object count remains expected change model handle timedistributed change making sure labels correctly repeated making return sequences top lstm sudden training epoch thousands new variables added epoch training gc objects train epoch,2019-10-09T16:14:02Z,"stat:awaiting tensorflower, type:bug, comp:keras, TF 2.0",CLOSED,4,32,https://github.com/tensorflow/tensorflow/issues/33178,"kera, train, training, batch, data, epoch, loss, metric, fit, dataset",9,模型加载时内存泄漏,,,,,LSTM + TimeDistributed可能存在内存泄漏
notfoundbug algorithm worked conv,system information written custom opposed stock example script provided os platform distribution linux ubuntu arch linux updated mobile device iphone pixel samsung galaxy happens mobile device installed source binanry installed pacman version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version cuda cudnn gpu model memory rtx super current behavior running following davidadsp gdl deep learning conv neural network ipynb entry fit fails returns notfoundbug algorithm worked functionanl conv conv defined ipython input fca op inference train function function train function work ok previously months ago testing conv today failed went test example know worked also fails expected behavior work standalone reproduce previous jupyter info logs include logs source helpful diagnose problem including tracebacks include traceback logs files attached notfoundbug traceback ipython input fca module model fit train train batch epochs shuffle packages keras engine training py method wrapper kwargs def method wrapper kwargs multi,2020-09-12T09:27:09Z,"stat:awaiting response, type:bug, stale, comp:keras, comp:gpu, TF 2.3",CLOSED,0,47,https://github.com/tensorflow/tensorflow/issues/43174,"compiling, compiling_source, device, mobile, command, bazel, gcc, behavior, linux_ubuntu, compiler",14,模型构建失败,,,,,model.fit执行失败 NotFoundError: No algorithm worked!
memory,memory refered stackoverflow questions memory even closing session address followed advices answer seemed solved problem however work recreate memory created simple example function got stackoverflow questions current cpu ram usage memory process def memory import os import psutil pid os getpid py psutil process pid memoryuse py memory info memory think memory memoryuse everytime model function memory increases model function memory def model model tf reset default graph tf graph default tf session sess tf contrib keras backend set session sess labels tf placeholder tf float input tf placeholder tf float tf contrib keras layers dense activation relu nanme dense input tf contrib keras layers dropout tf contrib keras layers dense activation relu nanme dense tf contrib keras layers dense activation sigmoid nanme dense loss tf reduce tf contrib keras losses binanry crossentropy labels train tf train adamoptimizer minimize loss initialize variables init op tf global variables initializer sess init op sess close tf reset default graph return thought block tf graph default tf session sess closing session calling tf reset default graph memory apparently,2017-06-02T21:55:39Z,type:bug,CLOSED,4,31,https://github.com/tensorflow/tensorflow/issues/10408,"py, package, module, object, ops, core, import, attribute, ananconda, java",15,模型构建时内存泄漏,,,,,会话引起内存泄漏
rc slower compiling source certain conditions,follow posting stackoverflow questions rc slower overflow noted version slower version particular training script slow observed pip version cudnn version compiled source cudnn sure information training script help fairly complex script training network object detection methods similar yolo ssd possible post entire set way isolate source delay may able modify post portion trying insight source slow also noted able compile source cudnn noted posting secondary may also warrant investigation,2016-08-01T21:14:01Z,"stat:awaiting tensorflower, type:bug",CLOSED,4,29,https://github.com/tensorflow/tensorflow/issues/3603,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型在硬件设备导致的性能问题,,,,,RC 0.10 3X Slower than 0.9 and Error Compiling From Source Under Certain Conditions
model returning notimplementedbug,go overflow help support stackoverflow questions tagged policy must feature request significant problem small docs fixes send pr instead form must filled tensorboard go tensorboard issues policy developers respond issues focus work benefits whole community fixing bugs adding features support helps individuals also notifies thousands people issues filed communicating interesting problem rather redirected overflow system information written custom opposed stock example script provided os platform distribution linux ubuntu windows mobile device iphone pixel samsung galaxy happens mobile device installed source binanry pip version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory exact command reproduce collect information environment capture script tree master tools tf env collect sh obtain version import tf tf git version tf version problem receiving notimplementedbug trying new model written creates tutorial following programming sentdex pythonprogramming net introduction deep learning,2018-10-09T13:17:36Z,"stat:awaiting response, type:bug, comp:keras",CLOSED,7,17,https://github.com/tensorflow/tensorflow/issues/22837,"tensorboard, stackoverflow, question, problem, pip, conversion, support, system_information, issue, go",7,模型保存失败,,,,,保存模型时出现NotImplementedError错误
cannot convert lstm stateful tflite,system information os platform distribution linux ubuntu window installed source binanry binanry version source rc command converter api possible share jupyter notebook copy paste output also include model graphdef failure details try convert lstm model stateful convert success change stateful convert fail lstm stateful,2020-04-07T12:33:05Z,"type:bug, comp:lite, TF 2.1, TFLiteConverter",CLOSED,4,29,https://github.com/tensorflow/tensorflow/issues/38312,"tensorboard, stackoverflow, question, problem, pip, conversion, support, system_information, issue, go",7,模型转换失败,,,,,LSTM模型转换为TFLite模型失败
subclassing tf keras models model model saves py hdf types,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information written custom opposed stock example script provided os platform distribution linux ubuntu installed source binanry pip version command version gpu model memory tesla current behavior tf gpu subclassing api subclassed layer model unanble model model function hdf types model py toy example worked correctly although may note config method implemented custom layer custom model expected behavior either model always work believe feature goal reflect likely produce incorrect results continue suggest custom models weights feature reproduce info logs sequential functionanl models,2019-06-07T20:34:57Z,"type:bug, comp:keras, TF 2.0",CLOSED,4,29,https://github.com/tensorflow/tensorflow/issues/29545,"behavior, expected, system_information, current_behavior, written, expected_behavior, command, script, provided, written_custom",19,模型保存失败,,,,,无法使用model.save_model()保存h5或hdf5模型
api interpreter example hybrid models,hybrid tflite model converted option converter target ops tf opsset tflite builtins tf opsset select tf ops contains tflite ops normal ops test lot quicker implementing missing parts trying model interpreter either api bugs seem docs cover treat hybrid models correctly missed docs chance share,2019-08-27T09:42:33Z,"type:docs-bug, stat:awaiting tensorflower, comp:lite",CLOSED,9,8,https://github.com/tensorflow/tensorflow/issues/32004,"tflite, convert, android, output, interpreter, converter, delegate, inference, input, quantization",1,模型在不同模式上执行失败,,,,,使用python和c++解释器加载tflite转换的模型时失败
valuebug cannot take length unknown rank passing tf data dataset tensors model fit,system information written custom opposed stock example script provided os platform distribution linux ubuntu lts bionic beaver mobile device iphone pixel samsung galaxy happens mobile device installed source binanry binanry version command tf version version bazel version compiling source gcc compiler version compiling source cuda cudnn version cuda cudnn gpu model memory collect information environment capture script tree master tools tf env collect sh also obtain version import tf tf git version tf version current behavior trying pass tfrecords read tf data dataset api model fit since images different sizes storing shapes tfrecords later read applied img data tf reshape keras unanble determine data stage throws thrown follows traceback issuescript py module verbose opt example classification env packages keras engine training py fit validation split validation split opt example classification env packages keras engine training py standardize data class weight batch opt example classification env packages keras engine training py standardize weights exception prefix input opt,2018-12-22T16:43:03Z,"type:bug, comp:keras",CLOSED,0,44,https://github.com/tensorflow/tensorflow/issues/24520,"issue, master, device, compiling, compiling_source, script, mobile, collect, import, git",4,模型构建失败,,,,,model.fit执行失败
hclhkbu dlbench shows slower frameworks,based issues issuecomment update benchmarking art deep learning software tools arxiv org abs got right shows performance issues example table alexnet significantly times slower tf frameworks even slower also resnet times faster mxnet significant differences addition lstm around times faster cntk resnet twice faster mxnet version commit dd tree dd db cd fd cuda cudnn,2017-02-01T14:29:46Z,type:bug,CLOSED,2,36,https://github.com/tensorflow/tensorflow/issues/7187,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型与竞品框架相比存在性能问题,,,,,hclhkbu dlbench shows Tensorflow is slower than other frameworks
compile compile option xmic work,hi vectorization increase performance addition building program icpc intel compiler compile option xmic vectorize automatically art intel machine command icpc bazel opt copt xmic tools pip package pip package command work related issues stackoverflow threads found searching web problem nothing exist related stackoverflow environment info operating system centos version source version cpu attempted solutions far know linear algebra library eigen library simd vectorizations sse applied eigen library changed eigen source apply gcc compile option mavx referring links eigen report eigen tuxfamily org bz show cgi benoit steiner bitbucket bitbucket org benoitsteiner eigen apply little information someone know method applying date release eigen version tell much,2016-10-05T11:56:30Z,"stat:awaiting response, type:bug",CLOSED,1,40,https://github.com/tensorflow/tensorflow/issues/4775,"micro, pip, problem, install, tool, bazel, target, txt, provide, file",16,模型在不同模式上执行失败,,,,,使用-xMIC-AVX512编译模型无效
internanl compiler,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information written custom opposed stock example script provided os platform distribution linux ubuntu ubuntu mobile device iphone pixel samsung galaxy happens mobile device installed source binanry docker latest gpu py version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory rtx ti created quantized tf model model trying compile edgetpu compiler message unfortunantely helpful non compiled version loadable produces correct results attached model try compile well visualization via visualize py litemodel tar gz files litemodel tar gz,2019-08-06T13:43:34Z,"stat:awaiting tensorflower, type:bug, comp:lite, TF 1.14",CLOSED,6,20,https://github.com/tensorflow/tensorflow/issues/31368,"issue, master, device, compiling, compiling_source, script, mobile, collect, import, git",4,模型构建失败,,,,,模型编译时出现Internal compiler error
fails convert lstm upgrading,system information written custom os platform distribution linux ubuntu official docker images installed binanry version version exact command reproduce import tf keras models import model keras layers import input embedding lstm tf version version model input model model model lstm embedding model converter tf tfliteconverter keras model model tflite model converter convert problem fails convert model opposed worked version source logs example shows work version works also working docker rm nanme tf unanble find locally pulling feac already exists beba already exists ce already exists bfc already exists dc already exists cd already exists ed cde already exists bda already exists digest ce ce db bac bfec status downloaded newer default jan gcc linux help copyright credits license information import tf keras models import model keras layers import input embedding lstm tf version version model input model model model lstm embedding model core platform cpu feature guard binanry optimized oneapi deep neural network library onednn following cpu instructions performance critical operations fma enanble operations rebuild appropriate compiler flags converter tf,2021-11-17T18:23:48Z,"stat:awaiting response, type:bug, stale, comp:lite, RNN, TF 2.7",CLOSED,1,39,https://github.com/tensorflow/tensorflow/issues/53101,"graph, detection, object, checkpoint, object_detection, pb, resnet, tool, mobilenet, frozen",10,模型转换失败,,,,,TF模型转换为TF Lite模型失败
sm defined option gpu nanme,system information written custom opposed stock example script provided os platform distribution linux ubuntu docker installed source binanry pip version command tf gpu dev version cuda cudnn version gpu model memory inference tf model appears hundreds warnings following minute later normal inference begin watch issus try tf useless images githubusercontent ef ab,2020-12-11T02:57:37Z,"stat:awaiting response, type:bug, stale, comp:gpu, TF 2.4",CLOSED,4,26,https://github.com/tensorflow/tensorflow/issues/45590,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型推理实现问题,,,,,模型推理时产生Value 'sm_86' is not defined for option 'gpu-name'警告
keras models converted estimators write summaries,system information written custom opposed stock example script provided os platform distribution linux ubuntu debian jessie mobile device iphone pixel samsung galaxy happens mobile device installed source binanry binanry version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory exact command reproduce provided gist problem setting estimators keras layers define tensors feeding model fn pain prevented easily stuff adding regularization necessary recently due various bugs within model estimator luckily bugs fixed much canonical proper model estimator unfortunantely still holes anyways defining model set various summaries collected simply calling tf summary scalar documented however take tensors put keras model model estimator summaries defined written things largely met success one workarounds seen suggested groups forum topic keras users rej xyqd try shove result tf summary merge metric work since keras wants numeric summaries strings,2018-08-31T01:42:37Z,"comp:tensorboard, stat:awaiting response, type:bug, stale, comp:apis, 1.9",CLOSED,5,22,https://github.com/tensorflow/tensorflow/issues/21983,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型转换后存在问题,,,,,Keras models converted to Estimators do not write summaries
trying serilize captioning keras model userobject object callable,system information written custom opposed stock example script provided example org tutorials text captioning os platform distribution linux ubuntu installed source binanry bin version command rc version current behavior tf model encoder models encoder model serialized bugs expected behavior encoder loaded without bugs reproduce train model org tutorials text captioning example raises userobject object callable encoder fc img tensor val valuebug find matching function loaded savedmodel got positionanl arguments total tensor inputs dtype float keyword arguments expected arguments match one following option info logs impl py skipping serialization keras model cnn encoder object daf inputs defined,2019-12-27T21:53:43Z,"stat:awaiting response, type:bug, stale, comp:keras, TF 2.5",CLOSED,0,42,https://github.com/tensorflow/tensorflow/issues/35451,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型保存失败,,,,,tf.saved_model.save保存模型出错
tf keras callbacks modelcheckpoint saves weights although weights,system information written custom opposed stock example script provided although minimal os platform distribution linux ubuntu ubuntu lts mobile device iphone pixel samsung galaxy happens mobile device installed source binanry plain pip install version command version bazel version compiling source gcc compiler version compiling source cuda cudnn version reproducible cpu gpu model memory current behavior tf keras callbacks modelcheckpoint saves weights subclassed model although weights expected behavior tf keras callbacks modelcheckpoint saves model tf savedmodel behaviour expected based api docs weights model weights model weights filepath else model model filepath org api docs tf keras callbacks modelcheckpoint model format either tf indicating whether model savedmodel hdf defaults tf tf tf org api docs tf keras model standalone reproduce info logs suspect block bf dfe keras callbacks py simply removed remnannt past tf savedmodel exist yet option perhaps author confirm suspicion based fact provided work around works,2020-05-19T12:59:46Z,"stat:awaiting tensorflower, type:bug, comp:keras, 2.6.0",CLOSED,9,6,https://github.com/tensorflow/tensorflow/issues/39679,"compiling, compiling_source, device, mobile, command, bazel, gcc, behavior, linux_ubuntu, compiler",14,模型保存信息不全,,,,,tf.keras.callbacks.ModelCheckpoint只保存权重
tf model assertion called function referencing variables deleted,facing returning object inside function try working executing model variables getting following model inside function function works model variables working expected,2020-03-15T16:25:56Z,"type:bug, comp:apis, TF 2.11",OPEN,4,26,https://github.com/tensorflow/tensorflow/issues/37615,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型保存失败,,,,,TF保存模型失败
convert savedmodel keras format attributebug autotrackable object attribute summary,system information os platform distribution linux ubuntu windows version command version current behavior ai platform train model object detection result model savedmodel format wan convert keras format import matlab standalone reproduce output folder directly bucket drive mgvgg wngc gxzsgn ydqtvkjjinm view sharing info logs new model model model new model tf keras models model model new model tf model export model lastly new model summary always attributebug autotrackable object attribute summary model loaded correctly try tf keras models model new model new model throwing attributebug autotrackable object attribute graph network help said model savedmodel format guess every piece needed complete log summary,2020-08-17T07:18:44Z,"stat:awaiting tensorflower, type:bug, comp:keras, TF 2.3",OPEN,1,38,https://github.com/tensorflow/tensorflow/issues/42425,"py, package, module, object, ops, core, import, attribute, ananconda, java",15,模型转换失败,,,,,将模型转换为h5形式失败
lstm quantized inference,system information os platform distribution linux ubuntu windows installed source binanry binanry version source rc problem summary bugs encountered trying lstm version tflite examples lstm tflite lstm py quantized inference tflite tf contrib quantize create training graph training added fake quant input think tf unstack creates problem static rnn model training freeze graph following script convert tf gives try add fake quant nodes manually unstack commented static rnn remain sequence anymore resulting following training know quantization lstm supported near future graphdef needed let know,2019-02-06T23:48:21Z,"stat:awaiting response, type:bug, comp:lite, ModelOptimizationToolkit",CLOSED,3,30,https://github.com/tensorflow/tensorflow/issues/25563,"tflite, convert, android, output, interpreter, converter, delegate, inference, input, quantization",1,模型训练出错,,,,,LSYM不支持完整量化导致模型训练出错
dynanmicattentionwrapper expects,rc afaik dynanmicattentionwrapper master contrib ops attention wrapper py wraps attention mechanism around rnncell passes around dynanmicattentionwrapperstate however think network cannot pass argument function gets called general decoder doesnt know cell encounter got following indicates current attribute attention finanl encoder syntax following snippet shows wrapper coded org versions api guides contrib dynanmic decoding explanantion,2017-03-30T09:54:57Z,"stat:awaiting tensorflower, type:bug",CLOSED,0,41,https://github.com/tensorflow/tensorflow/issues/8833,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型构建失败,,,,,DynamicAttentionWrapper无法传递状态参数
modelcheckpoint callback entire subclassed models,keras callback modelcheckpoint subclassed model savedmodel format ever saves checkpoints seems callback forces weights saving master keras callbacks py makes sense model format sense savedmodel format,2020-03-23T20:35:46Z,"stat:awaiting tensorflower, type:bug, comp:keras",CLOSED,5,21,https://github.com/tensorflow/tensorflow/issues/37839,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型保存信息不全,,,,,ModelCheckpoint无法保存整个子类化模型
tf training crashes unimplemented conv bugs works tf,environment ubuntu docker based gpu tensor tensor pip installed container cuda cudnn version defaults docker gpus tested many rtx titan change broken tensor tensor librispeech training running librispeech training crashes unimplemented conv bugs expected behavior works earlier versions reproduce via nvidia docker hub gpu pip install hub pip install tensor tensor apt update apt install sox trainer problem librispeech clean small model transformer output models junk data data checkpoints secs schedule train hparams set transformer librispeech note sox generate needed prep dataset info logs related closed,2019-09-20T16:06:43Z,"type:bug, comp:apis, TF 1.14",CLOSED,6,16,https://github.com/tensorflow/tensorflow/issues/32691,"image, cpu, githubusercontent, image_githubusercontent, training, running, thread, distribute, worker, docker",8,模型训练失败不同框架版本下,,,,,librispeech训练崩溃
repeated already exists resource bugs increase model,system information custom model built creating convolutionanl network tf graph sgd optimizer running windows installed pip version command version running cpu created convolutionanl network making custom graph feed forward optimizer train sgd adam graph definition know model feed forward opaque basically series functions variable weights feed input layers idea example convolutionanl feed forward defining graph running loop gets input runs sess train feed input matrix img ph input smaller reduce number layers network everything runs exactly expect however network grows ways mentioned consistently spits bugs sess train feed input matrix img ph core framework op kernel op requires failed variable ops already exists resource gradients tensordot transpose enter grad arithmeticoptimizer addopsrewrite add struct temporaryvariableop tmpvar core framework op kernel op requires failed variable ops already exists resource gradients tensordot transpose enter grad arithmeticoptimizer addopsrewrite add struct temporaryvariableop tmpvar core framework op kernel op requires failed variable ops already exists resource gradients strided slice enter grad arithmeticoptimizer addopsrewrite add struct temporaryvariableop tmpvar,2018-11-15T17:23:47Z,"stat:awaiting response, type:bug, stale",CLOSED,0,40,https://github.com/tensorflow/tensorflow/issues/23780,"tensor, input, data, dataset, float, output, dtype, numpy, array, op",12,模型训练时产生错误,,,,,模型训练时会话弹出错误
freeze graph py nodedef mentions truncate op,go overflow help support stackoverflow questions tagged policy must feature request significant problem small docs fixes send pr instead form must filled tensorboard go tensorboard issues policy developers respond issues focus work benefits whole community fixing bugs adding features support helps individuals also notifies thousands people issues filed communicating interesting problem rather redirected overflow system information written custom opposed stock example script provided os platform distribution linux ubuntu macos high sierra macbook pro ghz intel core mhz lpddr intel iris plus graphics mb mobile device iphone pixel samsung galaxy happens mobile device installed source binanry pip install version command rc version bazel version compiling source gcc compiler version compiling source cuda cudnn version gpu model memory exact command reproduce users duckhahwang ananconda packages tools freeze graph py input graph users duckhahwang downloads resnet imagenet graph pbtxt input binanry input checkpoint users duckhahwang downloads resnet imagenet model ckpt input binanry output graph users duckhahwang downloads frozen graph pb output nanmes softmax collect,2018-10-15T18:05:50Z,"stat:awaiting response, type:bug, stale, comp:ops",CLOSED,1,36,https://github.com/tensorflow/tensorflow/issues/22994,"tensorboard, stackoverflow, question, problem, pip, conversion, support, system_information, issue, go",7,模型冻结失败,,,,,使用freeze_graph冻结模型失败
attributebug nonetype object attribute tf newstatus,latest sources issues fixed thensorflow client session py receive following instead compiled model manually latest version sources bazel seems always popping seems ended normally however message displayed,2017-03-23T08:39:57Z,"type:bug, comp:keras",CLOSED,2,32,https://github.com/tensorflow/tensorflow/issues/8652,"tutorial, org, feature, issue, tpu, estimator, column, master, one, also",6,模型构建时报错,,,,,模型编译时出现AttributeError: 'NoneType' object has no attribute 'TF_NewStatus
datasetvariantwrapper unanry variant device copy function found,sure policy master issues md address doc bugs performance issues feature requests issues tag template system information written custom opposed stock example script provided running official os platform distribution linux ubuntu ubuntu running ubuntu gpu docker provided gcloud mobile device iphone pixel samsung galaxy happens mobile device nan installed source binanry pip version command gpu version bazel version compiling source gcc compiler version compiling source nan cuda cudnn version gpu model memory collect information environment capture script tree master tools tf env collect sh also obtain version tf import tf tf git version tf version tf import tf tf version git version tf version version current behavior running gcloud gcr deeplearning platform release tf gpu attempting train subclassed tf keras model train machine gcloud provided runtime nvidia provided add argument gcloud fails following framework bugs impl internanlbug unanry variant device copy function found direction variant data anonymous nanmespace datasetvariantwrapper mapdataset op inference input expected behavior,2019-11-08T23:47:49Z,"stat:awaiting response, type:bug, stale, comp:gpu, TF 2.0",CLOSED,3,28,https://github.com/tensorflow/tensorflow/issues/34112,"issue, master, device, compiling, compiling_source, script, mobile, collect, import, git",4,模型训练时产生错误,,,,,子类化tf.keras.Model训练模型时参数错误
structure function inputs match input signanture trying subclassed model,system information written custom opposed stock example script provided os platform distribution linux ubuntu installed source binanry binanry version command gpu rc version gpu model memory nvidia similar defined following encoder class tf function signanture hoping able savedmodel format lstm layer though instead grus also notebook reproduce results research drive rgii oyt uirwg zt nvrhurj ubeqy since closed hope work weird function input match input signanture although clearly match,2019-09-13T07:27:52Z,"stat:awaiting response, type:bug, comp:apis, comp:keras, TF 2.0",CLOSED,7,12,https://github.com/tensorflow/tensorflow/issues/32488,"function, kera, variable, weight, eager, input, nanme, optimizer, graph, output",13,模型保存失败,,,,,保存子类化模型时失败
